"","Sex","Age","Height","Weight","NOC","Medal","Sport","cluster"
"224776","M",31,184,70,"FRA","Bronze","Rowing",1
"224777","M",22,196,89,"ITA","Silver","Basketball",2
"224780","F",29,170,70,"NOR","Silver","Taekwondo",1
"224816","M",24,180,91,"CUB","Gold","Boxing",2
"224824","F",22,168,67,"GER","Silver","Table Tennis",3
"224848","F",21,170,73,"GDR","Silver","Luge",1
"224851","M",19,200,93,"YUG","Silver","Basketball",2
"224853","M",26,200,93,"YUG","Silver","Basketball",2
"224858","F",27,175,69,"USA","Gold","Football",1
"224859","F",30,175,69,"USA","Gold","Football",1
"224863","M",25,164,65,"URS","Gold","Judo",3
"224870","M",31,178,84,"URS","Gold","Ice Hockey",1
"224871","M",35,178,84,"URS","Bronze","Ice Hockey",1
"224875","M",23,171,60,"URS","Bronze","Boxing",3
"224879","M",26,165,73,"TTO","Bronze","Athletics",3
"224911","F",27,183,73,"URS","Gold","Volleyball",1
"224922","M",26,185,80,"ESP","Silver","Basketball",1
"224926","M",19,165,60,"ALG","Bronze","Boxing",3
"224927","M",23,165,60,"ALG","Gold","Boxing",3
"224950","M",20,186,78,"HUN","Bronze","Football",1
"224970","M",21,169,71,"YUG","Gold","Football",1
"224971","F",21,179,64,"NED","Gold","Hockey",1
"224972","F",25,179,64,"NED","Silver","Hockey",1
"224987","F",25,166,65,"JPN","Gold","Softball",3
"224988","M",36,188,85,"HUN","Bronze","Fencing",2
"224989","M",25,178,72,"HUN","Silver","Athletics",1
"225018","M",27,175,68,"GER","Bronze","Cross Country Skiing",1
"225022","M",31,175,68,"GER","Silver","Cross Country Skiing",1
"225036","M",22,175,63,"HUN","Silver","Athletics",3
"225056","M",24,160,48,"KOR","Bronze","Wrestling",3
"225057","M",21,170,60,"JPN","Gold","Athletics",3
"225068","F",19,166,60,"KOR","Silver","Handball",3
"225069","F",23,166,60,"KOR","Gold","Handball",3
"225071","M",25,179,85,"KOR","Bronze","Baseball",1
"225076","M",24,182,79,"KOR","Silver","Badminton",1
"225077","M",20,176,68,"KOR","Gold","Taekwondo",1
"225132","M",33,178,85,"KOR","Gold","Judo",1
"225144","F",23,167,67,"KOR","Bronze","Handball",3
"225163","F",19,180,72,"KOR","Gold","Handball",1
"225166","M",34,180,75,"KOR","Bronze","Baseball",1
"225179","M",20,177,68,"KOR","Bronze","Taekwondo",1
"225180","F",24,179,65,"CHN","Gold","Volleyball",1
"225181","F",22,174,69,"CHN","Silver","Hockey",1
"225186","M",22,173,67,"KOR","Gold","Short Track Speed Skating",3
"225190","M",28,177,73,"KOR","Silver","Hockey",1
"225193","M",28,183,105,"KOR","Gold","Baseball",2
"225208","M",22,163,57,"KOR","Silver","Boxing",3
"225218","F",25,182,75,"CHN","Bronze","Basketball",1
"225240","M",22,204,110,"LTU","Bronze","Basketball",2
"225250","F",21,173,61,"USA","Silver","Swimming",3
"225251","F",21,173,61,"USA","Gold","Swimming",3
"225252","F",21,173,61,"USA","Silver","Swimming",3
"225253","F",25,173,61,"USA","Silver","Swimming",3
"225254","F",25,173,61,"USA","Gold","Swimming",3
"225255","F",25,173,61,"USA","Gold","Swimming",3
"225261","F",21,166,49,"THA","Bronze","Taekwondo",3
"225262","M",28,192,92,"FRA","Silver","Basketball",2
"225263","M",38,191,84,"FRG","Silver","Equestrianism",2
"225290","M",29,177,80,"JPN","Gold","Judo",1
"225341","M",28,197,93,"ITA","Silver","Basketball",2
"225386","F",21,181,77,"GDR","Gold","Rowing",1
"225387","F",28,181,77,"GER","Gold","Rowing",1
"225388","M",28,192,110,"FRA","Gold","Handball",2
"225389","M",32,192,110,"FRA","Silver","Handball",2
"225393","M",22,188,81,"CUB","Silver","Boxing",1
"225413","M",32,185,84,"TCH","Silver","Volleyball",1
"225414","M",23,185,91,"FIN","Bronze","Ice Hockey",2
"225419","M",29,196,100,"SRB","Bronze","Water Polo",2
"225420","M",33,196,100,"SRB","Bronze","Water Polo",2
"225425","F",21,177,69,"ROU","Gold","Rowing",1
"225426","F",25,177,69,"ROU","Bronze","Rowing",1
"225429","M",29,194,89,"URS","Silver","Volleyball",2
"225431","M",23,157,51,"URS","Bronze","Boxing",3
"225434","M",20,176,68,"URS","Bronze","Swimming",1
"225438","F",24,168,56,"UKR","Bronze","Diving",3
"225442","F",28,170,56,"RUS","Bronze","Badminton",3
"225446","F",22,170,67,"MGL","Bronze","Wrestling",3
"225495","M",23,179,73,"ARG","Gold","Football",1
"225510","M",22,181,80,"YUG","Gold","Football",1
"225527","M",24,196,102,"YUG","Gold","Water Polo",2
"225529","M",36,196,102,"SCG","Bronze","Water Polo",2
"225539","F",22,163,76,"CAN","Gold","Ice Hockey",1
"225540","F",26,163,76,"CAN","Gold","Ice Hockey",1
"225541","F",30,163,76,"CAN","Gold","Ice Hockey",1
"225556","F",27,178,66,"GBR","Bronze","Athletics",1
"225581","F",29,170,60,"RUS","Bronze","Athletics",3
"225615","M",46,172,74,"ESP","Silver","Equestrianism",1
"225620","M",24,193,80,"CUB","Gold","Athletics",1
"225622","M",32,193,80,"CUB","Silver","Athletics",1
"225623","M",31,185,64,"AZE","Silver","Boxing",1
"225625","M",26,164,57,"JPN","Bronze","Gymnastics",3
"225626","M",26,164,57,"JPN","Bronze","Gymnastics",3
"225655","M",22,192,86,"ITA","Bronze","Water Polo",2
"225658","M",36,186,73,"ITA","Silver","Volleyball",1
"225708","F",24,170,62,"CZE","Silver","Biathlon",3
"225710","F",24,170,62,"CZE","Silver","Biathlon",3
"225723","M",31,183,66,"CZE","Bronze","Biathlon",1
"225724","M",31,183,66,"CZE","Silver","Biathlon",1
"225786","M",26,167,64,"IRI","Gold","Wrestling",3
"225793","M",26,168,72,"BRA","Silver","Athletics",1
"225818","F",19,188,82,"AUS","Bronze","Water Polo",1
"225820","M",18,185,81,"USA","Silver","Athletics",1
"225843","M",20,199,75,"BRA","Gold","Volleyball",1
"225875","M",27,209,93,"BRA","Gold","Volleyball",2
"225890","F",24,177,70,"URS","Bronze","Rowing",1
"225899","M",24,183,74,"RUS","Gold","Figure Skating",1
"225904","M",25,175,60,"FRA","Silver","Boxing",3
"225927","F",18,174,56,"RUS","Gold","Synchronized Swimming",3
"225953","M",26,192,80,"NOR","Silver","Biathlon",1
"225954","M",22,195,90,"NOR","Gold","Canoeing",2
"225955","M",26,195,90,"NOR","Bronze","Canoeing",2
"225970","M",35,195,95,"DEN","Gold","Handball",2
"225973","M",20,180,88,"NOR","Silver","Speed Skating",1
"225976","M",26,180,88,"NOR","Gold","Speed Skating",1
"225978","M",30,180,88,"NOR","Bronze","Speed Skating",1
"226016","M",23,180,75,"DEN","Bronze","Canoeing",1
"226023","F",23,165,52,"DEN","Bronze","Rowing",3
"226024","M",30,170,66,"DEN","Bronze","Canoeing",3
"226026","M",23,171,71,"DEN","Silver","Football",1
"226057","M",31,182,66,"DEN","Silver","Cycling",1
"226076","F",22,177,76,"NOR","Bronze","Handball",1
"226077","F",29,177,76,"NOR","Gold","Handball",1
"226089","M",23,184,90,"CZE","Gold","Ice Hockey",2
"226091","M",32,184,90,"CZE","Bronze","Ice Hockey",2
"226109","M",22,206,109,"USA","Gold","Basketball",2
"226121","F",22,169,64,"SUI","Silver","Curling",3
"226155","M",25,202,88,"GER","Bronze","Swimming",2
"226166","F",26,176,65,"SRB","Bronze","Athletics",1
"226188","M",24,180,75,"GDR","Bronze","Football",1
"226268","M",27,174,81,"RSA","Bronze","Rugby Sevens",1
"226272","M",32,173,63,"GBR","Bronze","Athletics",3
"226281","M",29,176,68,"GDR","Bronze","Biathlon",1
"226307","M",21,184,79,"GDR","Silver","Canoeing",1
"226308","M",25,184,79,"GER","Silver","Canoeing",1
"226309","M",25,184,79,"GER","Gold","Canoeing",1
"226328","M",24,177,71,"WIF","Bronze","Athletics",1
"226331","M",22,187,76,"RSA","Bronze","Athletics",1
"226359","F",23,178,59,"USA","Bronze","Athletics",3
"226367","M",21,183,72,"USA","Gold","Athletics",1
"226373","M",26,165,53,"GBR","Bronze","Athletics",3
"226411","M",37,186,81,"FRG","Bronze","Sailing",1
"226418","F",23,157,45,"FRG","Silver","Shooting",3
"226419","F",23,157,45,"FRG","Gold","Shooting",3
"226535","M",27,182,86,"NED","Bronze","Judo",1
"226540","M",21,196,95,"SLO","Gold","Rowing",2
"226541","M",25,196,95,"SLO","Silver","Rowing",2
"226543","M",33,196,95,"SLO","Bronze","Rowing",2
"226551","F",17,180,63,"USA","Gold","Swimming",1
"226552","F",17,180,63,"USA","Gold","Swimming",1
"226559","M",29,183,67,"USA","Silver","Nordic Combined",1
"226560","M",29,183,67,"USA","Silver","Nordic Combined",1
"226561","M",29,183,67,"USA","Silver","Nordic Combined",1
"226564","M",28,169,84,"SUI","Silver","Shooting",1
"226574","M",21,182,82,"ITA","Gold","Water Polo",1
"226578","M",30,191,89,"RUS","Gold","Rowing",2
"226582","M",23,183,81,"USA","Gold","Boxing",1
"226583","M",19,188,75,"USA","Gold","Boxing",1
"226590","M",29,165,53,"ITA","Silver","Rowing",3
"226598","F",25,180,71,"ROU","Gold","Rowing",1
"226607","M",24,192,117,"URS","Silver","Athletics",2
"226617","F",18,156,45,"RUS","Silver","Gymnastics",3
"226623","F",30,166,54,"SUI","Gold","Triathlon",3
"226624","F",34,166,54,"SUI","Silver","Triathlon",3
"226652","M",25,179,88,"GER","Bronze","Judo",1
"226658","M",18,183,73,"USA","Bronze","Swimming",1
"226659","M",18,183,73,"USA","Gold","Swimming",1
"226660","M",18,183,73,"USA","Gold","Swimming",1
"226661","M",18,183,73,"USA","Silver","Swimming",1
"226663","M",22,183,73,"USA","Gold","Swimming",1
"226664","M",22,183,73,"USA","Gold","Swimming",1
"226665","M",22,183,73,"USA","Gold","Swimming",1
"226666","M",22,183,73,"USA","Gold","Swimming",1
"226667","M",22,183,73,"USA","Gold","Swimming",1
"226668","M",22,183,73,"USA","Gold","Swimming",1
"226669","M",22,183,73,"USA","Gold","Swimming",1
"226671","F",32,167,60,"GER","Bronze","Cycling",3
"226672","F",36,167,60,"GER","Gold","Cycling",3
"226673","F",40,167,60,"GER","Silver","Cycling",3
"226707","M",25,146,45,"GDR","Gold","Rowing",3
"226708","M",29,146,45,"GDR","Gold","Rowing",3
"226711","M",24,194,96,"CRO","Gold","Handball",2
"226741","F",23,178,80,"CAN","Gold","Ice Hockey",1
"226754","F",28,187,68,"AUS","Bronze","Basketball",1
"226755","F",32,187,68,"AUS","Silver","Basketball",1
"226756","F",36,187,68,"AUS","Silver","Basketball",1
"226761","F",27,182,80,"CZE","Gold","Athletics",1
"226762","F",31,182,80,"CZE","Gold","Athletics",1
"226763","F",35,182,80,"CZE","Bronze","Athletics",1
"226795","M",25,183,85,"CRO","Gold","Handball",1
"226802","M",22,196,92,"AUS","Silver","Swimming",2
"226803","M",26,196,92,"AUS","Silver","Swimming",2
"226804","M",26,196,92,"AUS","Bronze","Swimming",2
"226808","M",19,190,88,"AUS","Silver","Swimming",2
"226821","M",24,170,64,"USA","Bronze","Gymnastics",3
"226834","M",25,194,91,"FRG","Silver","Handball",2
"226838","M",23,195,98,"USA","Silver","Rowing",2
"226850","F",25,174,69,"POL","Bronze","Rowing",1
"226851","F",20,173,61,"GER","Bronze","Hockey",3
"226857","M",22,180,76,"AUS","Bronze","Hockey",1
"226858","M",26,180,76,"AUS","Bronze","Hockey",1
"226883","F",18,183,79,"USA","Gold","Shooting",1
"226914","F",16,164,57,"TCH","Silver","Hockey",3
"226923","M",24,193,88,"FRA","Gold","Fencing",2
"226924","M",28,193,88,"FRA","Gold","Fencing",2
"226927","M",32,193,88,"FRA","Bronze","Fencing",2
"226929","M",36,193,88,"FRA","Silver","Fencing",2
"226935","M",26,181,76,"TCH","Gold","Football",1
"226937","M",24,203,98,"TCH","Bronze","Tennis",2
"226962","F",21,155,58,"THA","Gold","Weightlifting",3
"227011","F",24,171,64,"ARG","Silver","Hockey",3
"227012","F",21,171,60,"ARG","Silver","Hockey",3
"227015","M",23,180,97,"AZE","Gold","Wrestling",2
"227016","M",27,180,97,"AZE","Bronze","Wrestling",2
"227017","M",27,192,130,"AZE","Bronze","Wrestling",2
"227024","F",19,163,62,"CAN","Silver","Short Track Speed Skating",3
"227025","F",19,163,62,"CAN","Silver","Short Track Speed Skating",3
"227029","F",23,163,62,"CAN","Silver","Short Track Speed Skating",3
"227030","F",23,175,71,"CAN","Gold","Ice Hockey",1
"227031","F",27,175,71,"CAN","Gold","Ice Hockey",1
"227032","F",31,175,71,"CAN","Gold","Ice Hockey",1
"227049","F",39,174,65,"CAN","Silver","Ice Hockey",3
"227052","M",38,176,84,"CAN","Gold","Ice Hockey",1
"227071","M",25,193,93,"CAN","Gold","Ice Hockey",2
"227082","M",24,178,76,"GER","Silver","Cycling",1
"227112","F",21,182,72,"USA","Bronze","Water Polo",1
"227137","F",22,165,62,"USA","Silver","Ice Hockey",3
"227138","F",26,165,62,"USA","Silver","Ice Hockey",3
"227144","M",23,184,90,"AUS","Silver","Hockey",2
"227145","M",27,184,90,"AUS","Bronze","Hockey",2
"227146","M",32,184,90,"AUS","Bronze","Hockey",2
"227204","M",26,171,66,"UKR","Silver","Wrestling",3
"227205","F",20,157,48,"AZE","Bronze","Wrestling",3
"227206","F",24,157,48,"AZE","Silver","Wrestling",3
"227207","F",28,157,48,"AZE","Silver","Wrestling",3
"227210","M",28,197,96,"POL","Bronze","Rowing",2
"227218","M",35,178,92,"GBR","Gold","Cycling",2
"227251","F",26,176,79,"GER","Bronze","Athletics",1
"227257","F",22,163,60,"ROU","Bronze","Fencing",3
"227258","F",26,163,60,"ROU","Bronze","Fencing",3
"227267","M",23,183,80,"GDR","Silver","Canoeing",1
"227268","M",23,183,80,"GDR","Bronze","Canoeing",1
"227273","M",33,181,75,"SUI","Bronze","Skeleton",1
"227274","M",37,181,75,"SUI","Bronze","Skeleton",1
"227292","F",16,156,41,"ROU","Silver","Rhythmic Gymnastics",3
"227297","M",27,201,91,"USA","Silver","Rowing",2
"227318","F",19,166,60,"SUI","Bronze","Ice Hockey",3
"227319","M",22,185,77,"USA","Gold","Rowing",1
"227337","F",26,165,58,"USA","Gold","Basketball",3
"227338","F",30,165,58,"USA","Gold","Basketball",3
"227339","F",34,165,58,"USA","Gold","Basketball",3
"227342","M",19,185,70,"USA","Bronze","Equestrianism",1
"227350","M",23,186,75,"GBR","Bronze","Athletics",1
"227352","M",29,193,90,"GBR","Silver","Rowing",2
"227356","F",32,179,82,"NED","Gold","Athletics",1
"227389","M",27,177,71,"TCH","Gold","Football",1
"227399","M",24,191,100,"FRG","Bronze","Water Polo",2
"227404","M",20,191,81,"USA","Silver","Swimming",1
"227405","M",20,191,81,"USA","Silver","Swimming",1
"227406","M",20,191,81,"USA","Gold","Swimming",1
"227471","F",22,172,63,"ROU","Gold","Athletics",3
"227484","M",23,197,90,"CUB","Bronze","Basketball",2
"227517","M",24,187,79,"USA","Gold","Athletics",1
"227518","M",24,187,79,"USA","Gold","Athletics",1
"227519","M",28,187,79,"USA","Silver","Athletics",1
"227526","M",28,180,82,"AUT","Gold","Alpine Skiing",1
"227534","M",24,191,112,"FRG","Gold","Luge",2
"227549","M",23,189,84,"GBR","Silver","Rowing",2
"227554","M",19,190,84,"USA","Bronze","Athletics",2
"227555","M",21,180,80,"POL","Silver","Football",1
"227562","M",25,187,88,"YUG","Silver","Water Polo",2
"227572","M",26,178,78,"POL","Silver","Canoeing",1
"227582","M",21,186,80,"POL","Silver","Cycling",1
"227586","M",25,186,81,"BUL","Bronze","Boxing",1
"227591","F",21,195,73,"SRB","Bronze","Basketball",1
"227595","M",22,184,82,"URS","Silver","Fencing",1
"227597","M",26,184,82,"URS","Silver","Fencing",1
"227603","M",30,205,105,"USA","Gold","Volleyball",2
"227632","F",27,181,72,"GBR","Gold","Rowing",1
"227633","F",31,181,72,"GBR","Gold","Rowing",1
"227660","F",17,152,44,"ROU","Gold","Gymnastics",3
"227665","M",27,187,88,"YUG","Silver","Rowing",2
"227666","M",31,187,88,"YUG","Bronze","Rowing",2
"227671","F",20,163,62,"SUI","Bronze","Ice Hockey",3
"227673","F",21,168,68,"GER","Bronze","Hockey",3
"227696","M",27,185,89,"GBR","Silver","Judo",2
"227697","M",30,185,89,"GBR","Bronze","Judo",2
"227717","M",21,178,91,"URS","Silver","Ice Hockey",2
"227718","M",25,178,91,"URS","Gold","Ice Hockey",2
"227719","M",29,178,91,"URS","Gold","Ice Hockey",2
"227730","M",30,177,75,"GBR","Silver","Equestrianism",1
"227731","M",34,177,75,"GBR","Silver","Equestrianism",1
"227732","M",34,177,75,"GBR","Silver","Equestrianism",1
"227737","M",46,177,75,"GBR","Silver","Equestrianism",1
"227778","F",29,171,49,"GDR","Bronze","Gymnastics",3
"227805","M",22,186,76,"TCH","Silver","Modern Pentathlon",1
"227819","M",20,177,70,"URS","Gold","Modern Pentathlon",1
"227820","M",20,177,70,"URS","Gold","Modern Pentathlon",1
"227822","M",32,177,70,"EUN","Silver","Modern Pentathlon",1
"227844","F",24,171,60,"AUS","Gold","Hockey",3
"227845","F",28,171,60,"AUS","Gold","Hockey",3
"227847","M",23,174,83,"URS","Gold","Ice Hockey",1
"227848","M",27,174,83,"URS","Gold","Ice Hockey",1
"227852","M",27,189,87,"URS","Bronze","Volleyball",2
"227853","M",31,189,87,"URS","Silver","Volleyball",2
"227888","M",22,180,83,"TCH","Bronze","Ice Hockey",1
"227889","M",26,180,83,"TCH","Silver","Ice Hockey",1
"227900","M",24,183,93,"USA","Silver","Ice Hockey",2
"227987","M",24,180,78,"FRG","Bronze","Luge",1
"228001","F",23,165,60,"USA","Bronze","Hockey",3
"228008","M",35,182,70,"FRA","Gold","Equestrianism",1
"228014","F",32,170,61,"USA","Bronze","Hockey",3
"228052","F",29,158,64,"CAN","Bronze","Rugby Sevens",3
"228066","M",37,177,75,"USA","Silver","Sailing",1
"228069","M",19,180,68,"USA","Gold","Athletics",1
"228074","M",21,189,84,"SUI","Silver","Rowing",2
"228077","M",21,165,54,"ITA","Gold","Boxing",3
"228083","M",24,177,62,"AUT","Bronze","Nordic Combined",3
"228086","M",28,177,62,"AUT","Gold","Nordic Combined",3
"228091","M",32,177,62,"AUT","Gold","Nordic Combined",3
"228094","M",36,177,62,"AUT","Bronze","Nordic Combined",3
"228095","F",22,170,71,"GDR","Gold","Athletics",1
"228096","F",22,170,71,"GDR","Gold","Athletics",1
"228097","F",22,170,71,"GDR","Silver","Athletics",1
"228098","F",26,170,71,"GDR","Silver","Athletics",1
"228099","F",26,170,71,"GDR","Bronze","Athletics",1
"228100","F",26,170,71,"GDR","Gold","Athletics",1
"228111","F",19,183,77,"USA","Silver","Ice Hockey",1
"228113","M",29,156,52,"POL","Silver","Wrestling",3
"228115","F",28,183,73,"USA","Gold","Basketball",1
"228130","M",31,174,70,"GBR","Bronze","Cycling",1
"228131","M",35,174,70,"GBR","Silver","Cycling",1
"228139","M",23,182,78,"GBR","Bronze","Athletics",1
"228141","M",32,188,100,"USA","Bronze","Bobsleigh",2
"228157","M",26,195,93,"CAN","Gold","Rowing",2
"228164","M",26,173,59,"USA","Silver","Sailing",3
"228166","M",25,180,73,"USA","Gold","Athletics",1
"228172","M",29,182,95,"SWE","Silver","Ice Hockey",2
"228176","M",28,185,80,"CAN","Bronze","Athletics",1
"228177","F",20,178,77,"NOR","Silver","Handball",1
"228178","F",24,178,77,"NOR","Silver","Handball",1
"228191","F",28,168,58,"NED","Bronze","Hockey",3
"228199","M",31,175,68,"FRG","Gold","Equestrianism",1
"228207","M",32,168,65,"NED","Bronze","Hockey",3
"228234","F",30,170,63,"ROU","Gold","Canoeing",3
"228243","M",30,170,66,"SRB","Gold","Wrestling",3
"228245","F",21,178,65,"HUN","Bronze","Fencing",1
"228247","F",29,178,65,"HUN","Bronze","Fencing",1
"228277","F",26,173,59,"GRE","Gold","Athletics",3
"228288","M",20,165,55,"ITA","Gold","Rowing",3
"228289","M",24,165,55,"ITA","Bronze","Rowing",3
"228332","M",26,192,90,"POL","Gold","Volleyball",2
"228344","M",28,170,68,"SWE","Gold","Cross Country Skiing",3
"228348","M",35,196,94,"ISL","Silver","Handball",2
"228356","F",24,166,65,"SVK","Silver","Shooting",3
"228357","F",28,166,65,"SVK","Silver","Shooting",3
"228371","F",16,180,60,"GER","Bronze","Swimming",3
"228373","F",24,180,60,"GER","Gold","Swimming",3
"228374","F",24,180,60,"GER","Gold","Swimming",3
"228391","F",21,183,75,"USA","Silver","Water Polo",1
"228392","F",25,183,75,"USA","Gold","Water Polo",1
"228393","F",19,173,74,"USA","Gold","Water Polo",1
"228394","F",23,173,74,"USA","Gold","Water Polo",1
"228403","M",21,180,71,"AUS","Silver","Athletics",1
"228415","F",20,166,70,"GER","Bronze","Swimming",3
"228427","F",22,170,68,"GER","Bronze","Football",3
"228428","F",26,170,68,"GER","Bronze","Football",3
"228429","F",30,170,68,"GER","Bronze","Football",3
"228436","M",31,170,65,"GER","Bronze","Table Tennis",3
"228437","M",35,170,65,"GER","Bronze","Table Tennis",3
"228458","F",23,175,75,"AUS","Bronze","Alpine Skiing",1
"228465","M",23,175,67,"GER","Bronze","Trampolining",1
"228491","M",21,187,75,"FRA","Silver","Swimming",1
"228510","M",32,180,73,"AUT","Gold","Sailing",1
"228511","M",35,180,73,"AUT","Gold","Sailing",1
"228523","F",17,173,62,"FRG","Bronze","Swimming",3
"228525","M",27,177,114,"AUT","Gold","Weightlifting",2
"228526","M",27,177,114,"AUT","Silver","Weightlifting",2
"228531","M",18,191,77,"FRG","Silver","Swimming",1
"228538","M",22,191,77,"FRG","Bronze","Swimming",1
"228542","M",22,195,93,"GER","Gold","Rowing",2
"228544","F",16,164,56,"GDR","Bronze","Swimming",3
"228545","M",25,166,66,"GDR","Silver","Football",3
"228547","M",27,170,80,"FRG","Bronze","Bobsleigh",1
"228551","F",17,171,64,"AUS","Silver","Swimming",3
"228563","F",22,176,72,"GDR","Gold","Rowing",1
"228594","M",26,196,94,"GER","Gold","Rowing",2
"228600","M",25,170,73,"AUT","Bronze","Alpine Skiing",1
"228622","M",25,183,146,"GER","Gold","Weightlifting",2
"228633","M",20,184,70,"SUI","Silver","Ski Jumping",1
"228643","M",23,174,64,"GER","Bronze","Athletics",3
